ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,animals,environment,other_gender_identities,Total_Revenue,Total_Expenses,Total_Assets,Net_Assets,Staff_FullTime,Staff_PartTime,Staff_Volunteers,State_Clean,Num_States_Operated,Num_Purposes,Num_Beneficiaries,Is_NT,Size_Encoded
40794459809.0,St Catherines Old Girls Association Incorporated,,Business,St Catherines School,17 Heyington Place,,Toorak,VIC,3142,Australia,https://www.stcatherines.net.au/our-community/scoga/,03/12/2012,01/01/1921,Small,14,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,72978.0,56183.0,184793.0,178839.0,0.0,0.0,14.0,VIC,1,0,4,0,1.0
34950618624.0,Hargraves P&C Association,,Business,66 Merinda St,,,Hargraves,NSW,2850,Australia,,03/12/2012,01/01/1953,Small,3,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,11636.0,8795.0,27449.0,27449.0,0.0,0.0,10.0,NSW,0,1,1,0,1.0
91862573996.0,Uca - Cobden Parish,,Business,61 Curdie Street,,,Cobden,VIC,3266,Australia,,03/12/2012,01/01/1977,Small,5,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,1.0,50.0,VIC,0,1,1,0,1.0
35051361132.0,Goldfields Individual & Family Support Association Inc,,Business,126-130 Egan Street,,,Kalgoorlie,WA,6430,Australia,www.gifsa.org/,03/12/2012,01/01/1991,Large,6,30-Jun,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,11836760.0,9051557.0,16000488.0,14712778.0,48.0,20.0,0.0,WA,1,1,1,0,3.0
96003509073.0,The Association Of Independent Schools Of New South Wales Limited,,Business,L 12 95-99 York St,,,Sydney,NSW,2000,Australia,www.aisnsw.edu.au,03/12/2012,01/01/1968,Large,12,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,,,,33748310.0,32891114.0,288532265.0,14021567.0,116.0,16.0,0.0,NSW,0,1,11,0,3.0
84014985245.0,Presbyterian Church Of Australia In The State Of NSW Parish Of Toukley,,Business,Toukley Presbyterian Church,,,Toukley,NSW,2263,Australia,https://toukleypc.org.au,03/12/2012,01/01/1952,Small,7,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,,Y,,0.0,0.0,0.0,0.0,1.0,0.0,25.0,NSW,0,1,16,0,1.0
96006640544.0,Baptist Village Baxter Limited,,Business,8 Robinsons Road,,,Frankston South,VIC,3199,Australia,www.villagebaxter.com,03/12/2012,01/01/1986,Large,6,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,,,,23035922.0,21356811.0,141504773.0,31246677.0,38.0,138.0,20.0,VIC,0,0,12,0,3.0
96008636459.0,Westpac Employee Assistance Foundation Pty. Limited,,Business,Level 18,275 Kent Street,,Sydney,NSW,2000,Australia,,03/12/2012,01/01/1997,Small,5,30-Sep,1,1,1,1,1,1,1,1,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,89620.0,97440.0,5529.0,5529.0,0.0,0.0,0.0,NSW,8,0,1,0,1.0
56228844338.0,Wings of Hope Limited,,Business,"Suite 4.04, Level 4, Building B, 20 Rodborough Road",,,Frenchs Forest,NSW,2086,Australia,http://www.wingsofhope.org.au,03/12/2012,01/01/2008,Small,3,30-Jun,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,NSW,1,1,3,0,1.0
16471101475.0,Gladstone Central Committee On The Ageing,,Business,83 Oaka Lane,,,Gladstone Central,QLD,4680,Australia,www.gccota.org.au,03/12/2012,01/01/1975,Medium,4,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1538653.0,1096044.0,10139308.0,5729468.0,1.0,0.0,20.0,QLD,0,0,7,0,2.0
29005542628.0,Upper Hunter Youth Services Incorporated,,Business,95,Maitland Street,,Muswellbrook,NSW,2333,Australia,www.uhys.org.au,03/12/2012,01/01/1981,Medium,4,30-Jun,0,1,0,0,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,,,,888683.0,825799.0,721904.0,506869.0,1.0,5.0,1.0,NSW,1,1,10,0,2.0
22874067312.0,Ku-Ring-Gai Neighbourhood Centre Ltd,,Business,,,,,,,,www.knc.org.au,03/12/2012,01/01/1979,Large,7,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,,,,10924732.0,10822805.0,3298737.0,1401546.0,19.0,17.0,723.0,,0,1,13,0,3.0
22867679894.0,Caboolture Baptist Church,,Business,74-92 Grant Rd,,,Caboolture South,QLD,4510,Australia,https://www.caboolturebaptist.org,03/12/2012,01/01/1970,Small,3,30-Jun,0,0,0,1,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,2.0,3.0,200.0,QLD,1,1,1,0,1.0
40743864158.0,The Synod Of The Anglican Church Of Australia In The Diocese Of Willochra Incorporated,This charity has a sub-entity ABN 85647795450.; ,Business,PO Box 96,,,Gladstone,SA,5473,AUSTRALIA,,03/12/2012,01/01/1915,Large,14,30-Jun,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,SA,1,1,1,0,3.0
35028122232.0,Sexual Assault Support Service Incorporated,,Business,114 Bathurst Street,,,Hobart,TAS,7000,Australia,https://www.sass.org.au,03/12/2012,01/01/1986,Large,9,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,,,Y,3952449.0,3868139.0,4969140.0,1017038.0,4.0,45.0,9.0,TAS,0,0,17,0,3.0
95856795129.0,Uniting Church In Australia Dongara Uniting Church,,Business,PO Box 169,,,DONGARA,WA,6525,Australia,www.wa.uca.org.au/dongara,03/12/2012,01/01/1977,Small,2,30-Jun,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,WA,1,1,5,0,1.0
84004789726.0,The Lost Dogs' Home,,Business,2 Gracie St,,,North Melbourne,VIC,3051,Australia,www.dogshome.com,03/12/2012,01/01/1912,Large,10,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,24551865.0,21880455.0,33922511.0,31352039.0,83.0,85.0,110.0,VIC,1,1,1,0,3.0
84010124651.0,Aged And Disabled Persons Hostel And Welfare Association,,Business,63 Wellington Rd,,,East Brisbane,QLD,4169,Australia,www.adphwa.org,03/12/2012,01/01/1980,Large,6,30-Jun,0,0,0,1,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,,,Y,1505767.0,1052253.0,36738561.0,36669241.0,1.0,0.0,6.0,QLD,1,2,11,0,3.0
66147372272.0,Moclam Ltd,,Business,1 King St,,,Newtown,NSW,2042,Australia,www.moclam.org,03/12/2012,01/01/2010,Small,5,31-Dec,0,0,0,0,0,0,0,0,"ARG, CHL, COL, CRI, DOM, ESP, GTM, HND, MEX, NIC, PAN, PER",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,7643.0,7199.0,83704.0,82496.0,0.0,0.0,8.0,NSW,0,1,5,0,1.0
51152952737.0,Batyr Australia Limited,,Business,"Level 3, Suite 301/529 Elizabeth Street",,,Surry Hills,NSW,2010,Australia,https://www.batyr.com.au/,03/12/2012,01/01/2011,Large,9,31-Dec,0,0,0,0,0,0,0,0,AUS,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,10625946.0,10566027.0,2952266.0,403388.0,53.0,6.0,150.0,NSW,0,1,4,0,3.0
29003036995.0,Masada College Jewish Day School Ltd,,Business,,,,,,,Australia,https://masada.nsw.edu.au,03/12/2012,01/01/1986,Medium,12,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1707300.0,1707300.0,94649.0,0.0,5.0,3.0,0.0,,0,1,3,0,2.0
28977577935.0,The Roman Catholic Archbishop Of Perth Whitford Parish, The Roman Catholic Archbishop Of Perth Whitford Parish,Business,270 Camberwarra Drive,,,Craigie,WA,6025,AUSTRALIA,,03/12/2012,,Small,3,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,4.0,200.0,WA,1,1,1,0,1.0
51097101169.0,Jawun,,Business,"L12, 275 Kent Street",,,SYDNEY,NSW,2000,Australia,www.jawun.org.au,03/12/2012,01/01/2001,Large,14,30-Jun,0,1,1,1,1,0,1,1,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5137789.0,5618641.0,5536450.0,3170301.0,26.0,4.0,336.0,NSW,6,1,2,0,3.0
16479430975.0,Society Of Christian Doctrine Propertyassociation Incorporated,"Preca Community (Adelaide), Society of Christian Doctrine (Adelaide)",Business,96 East St,,,Brompton,SA,5007,Australia,https://www.precacommunity.org,03/12/2012,01/01/1976,Small,6,30-Sep,0,0,0,0,1,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,56474.0,48117.0,691385.0,686806.0,0.0,0.0,11.0,SA,1,1,5,0,1.0
23087550884.0,Lara Partnership Uniting Church,,Business,Po Box 163,,,Lara,VIC,3212,Australia,www.larauniting.org.au,03/12/2012,01/01/1977,Small,12,31-Dec,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,VIC,1,1,6,0,1.0
40752230643.0,Nazarene Missions International Australia Southern District,,Business,19 Raffen Ct,,,Pooraka,SA,5095,Australia,,03/12/2012,01/01/1903,Small,5,31-Oct,0,1,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,48122.0,45959.0,39757.0,39757.0,0.0,0.0,6.0,SA,3,1,1,0,1.0
40799135939.0,Ramsgate Senior Citizens Centre,,Business,382 Rocky Point Rd,,,Sans Souci,NSW,2219,Australia,,03/12/2012,01/01/1959,Small,11,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,10810.0,2693.0,32659.0,32659.0,0.0,0.0,25.0,NSW,1,1,3,0,1.0
95847816236.0,Christian Brethren Assembly Campsie,,Business,1 Burns St,,,Campsie,NSW,2194,Australia,www.cccaust.com,03/12/2012,01/01/1918,Small,5,30-Jun,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,1.0,25.0,NSW,1,1,7,0,1.0
95852868044.0,Riverview Lutheran Rest Home Inc,,Business,Lutheran Riverview Rest Home R,,,Loxton,SA,5333,Australia,www.riverviewresthome.com.au,03/12/2012,01/01/1964,Large,7,30-Jun,0,0,0,0,1,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,7249221.0,7067609.0,20081638.0,9174681.0,12.0,63.0,15.0,SA,1,0,5,0,3.0
28978250586.0,Florence A Todd Estate,,Business,123 Pitt Street,,,Sydney,NSW,2034,AUSTRALIA,,03/12/2012,01/01/1983,Small,5,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,49896.0,15770.0,513953.0,513953.0,0.0,0.0,0.0,NSW,0,1,1,0,1.0
22813645129.0,Community Accommodation & Respite Agency Inc,Cara,Business,2-4 Adam St,,,Hindmarsh,SA,5007,Australia,www.cara.org.au,03/12/2012,01/01/1950,Large,8,30-Jun,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,,,,74892990.0,88446653.0,37666541.0,15162825.0,164.0,497.0,0.0,SA,1,1,8,0,3.0
23016246794.0,The Trustee For Women For Women In Africa Foundation,,Business,PO Box 7373,,,Brighton,VIC,3186,Australia,www.womenforwomeninafrica.org.au,03/12/2012,01/01/2006,Medium,10,30-Jun,0,0,0,0,0,0,0,0,KEN,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,562849.0,746660.0,659091.0,659091.0,0.0,0.0,20.0,VIC,0,2,6,0,2.0
22826946884.0,Anglican Parish Of Manjimup,Anglican Parish of Southern Forests,Business,PO Box 15,,,Bunbury,WA,6231,,,03/12/2012,01/01/1924,Small,11,31-Dec,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,1,1,1,0,1.0
40750258967.0,Association Of Australian Assistance Dogs (Nq)Inc.,,Business,Cnr Adil Road & Hickling Avenue,PO Box 2052,,Mareeba,QLD,4880,Australia,www.asdogsnq.com.au,03/12/2012,01/01/2000,Small,10,30-Jun,0,0,0,1,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,52217.0,42621.0,534967.0,510032.0,0.0,0.0,16.0,QLD,1,0,7,0,1.0
35029610245.0,St Pius Parents And Friends Association,,Business,St Pius X Primary School,East Street,,Dubbo,NSW,2830,Australia,,03/12/2012,01/01/1980,Small,1,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,13090.0,10308.0,44786.0,44786.0,0.0,0.0,15.0,NSW,0,1,4,0,1.0
34946998680.0,WARWICK RIDING FOR THE DISABLED ASSOCIATION INC,,Business,Show Society,,,Warwick,QLD,4370,Australia,,03/12/2012,01/01/1988,Small,4,31-Dec,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2710.0,4880.0,101475.0,101475.0,0.0,0.0,20.0,QLD,0,1,2,0,1.0
91973646877.0,Wauchope Baptist Church,,Business,Po Box 423,,,Wauchope,NSW,2446,Australia,https://wauchopebaptist.org.au/,03/12/2012,01/01/1991,Small,8,30-Jun,0,0,0,0,0,0,0,0,ZAF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,1.0,50.0,NSW,0,1,2,0,1.0
34951749120.0,Nelson Bay Housing Cooperative Ltd,,Business,,,,,,,Australia,,03/12/2012,01/01/1997,Small,12,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,113722.0,132352.0,106763.0,99170.0,0.0,0.0,13.0,,1,0,4,0,1.0
84008643258.0,Australian Mercy Limited,Australian Mercy,Business,Po Box 7,,,Mitchell,ACT,2911,Australia,www.australianmercy.org.au,03/12/2012,23/08/1988,Medium,9,30-Jun,0,0,0,0,0,0,0,0,"AUS, COG, THA, ZMB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,,,,793275.0,722764.0,232731.0,232678.0,0.0,0.0,15.0,ACT,0,0,11,0,2.0
56221145984.0,The Trustee For Vera Lorna Buckle Estate,,Business,,,,,,,Australia,www.tag.nsw.gov.au,03/12/2012,01/01/1996,Small,2,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,0,1,0,1.0
22875173237.0,Praxis Victoria Education Partnership Inc,,Business,,,,,VIC,,Australia,www.praxis.org.au,03/12/2012,01/01/2011,Small,4,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1211.0,5878.0,76482.0,76435.0,0.0,0.0,6.0,VIC,0,1,2,0,1.0
22815185841.0,Port Pirie New Life Christian Community Centre Incorporated,,Business,162 Three Chain Rd,,,Port Pirie South,SA,5540,Australia,www.mynewlife.org.au,03/12/2012,,Small,4,30-Jun,0,0,0,0,1,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,210403.0,202888.0,1033437.0,1023107.0,1.0,2.0,20.0,SA,1,1,12,0,1.0
22896855463.0,Applied Neuroscience Society Of Australasia Incorporated,,Business,,,,,,,Australia,http://appliedneuroscience-org.wildapricot.org/,03/12/2012,01/01/2002,Small,15,30-Jun,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,86706.0,72000.0,125634.0,125634.0,0.0,0.0,15.0,,0,0,9,0,1.0
40746694309.0,ACPT - Doonside Trust,,Business,"Level 2, St Andrew's House",Sydney Square,,Sydney,NSW,2000,,,03/12/2012,01/01/2000,Small,11,31-Dec,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,NSW,1,1,1,0,1.0
40796963255.0,Bannockburn Presbyterian Church,,Business,,,,,,,Australia,,03/12/2012,01/01/1999,Small,9,31-Dec,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,1.0,1.0,38.0,,0,1,6,0,1.0
95931436564.0,The Beverley Mens Shed Incorporated,,Business,Po Box 287,,,Beverley,WA,6304,Australia,,03/12/2012,01/01/2008,Small,1,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,,,,11334.0,12062.0,127459.0,127459.0,0.0,0.0,10.0,WA,1,0,17,0,1.0
91967940892.0,Nindilingarri Cultural Health Services Inc,Susan Winter,Business,,,,,,,Australia,www.nindilingarri.org.au,03/12/2012,10/02/1998,Large,9,30-Jun,0,0,0,0,0,0,0,1,AUS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,4618255.0,5037767.0,10002163.0,7206633.0,19.0,0.0,0.0,,1,0,12,0,3.0
95933045840.0,Lieu Quan Buddhist Association Incorporated,Bao An Temple,Business,12 Church St,,,Cabramatta,NSW,2166,Australia,,03/12/2012,01/01/2005,Small,5,30-Jun,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Y,,,,,,,,NSW,1,2,9,0,1.0
35040423075.0,Reservoir Baptist Church,,Business,155-157 Purinuan Rd,,,Reservoir,VIC,3073,Australia,https://www.resbap.org,03/12/2012,01/01/1926,Small,8,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,VIC,1,1,11,0,1.0
91981032085.0,Balmoral Bush Nursing Centre Inc,,Business,Balmoral Bush Nursing Centre,,,Balmoral,VIC,3407,Australia,www.balmoralbnc.com.au,03/12/2012,01/01/1925,Medium,4,30-Jun,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,1003435.0,1018433.0,2752984.0,2423633.0,0.0,15.0,20.0,VIC,0,0,3,0,2.0
29252806279.0,Geelong Ethnic Communities Council Inc,,Business,153 Pakington St,,,Geelong West,VIC,3218,Australia,www.cultura.org.au,03/12/2012,01/01/1976,Small,5,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8173045.0,8818089.0,8957641.0,4152576.0,36.0,51.0,77.0,VIC,0,3,2,0,1.0
88160035441.0,SGCH Portfolio Limited,,Business,Level 4,50 Scott St,,Liverpool,NSW,2170,Australia,www.sgch.com.au,03/12/2012,01/01/2012,Large,10,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,28368000.0,21091000.0,782626000.0,497022000.0,0.0,0.0,0.0,NSW,1,1,3,0,3.0
88023426543.0,The Illawarra Grammar School,,Business,12 Western Ave,,,Mangerton,NSW,2500,Australia,https://www.tigs.nsw.edu.au,03/12/2012,01/01/1959,Large,13,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,28423741.0,26806240.0,26330001.0,20887196.0,105.0,34.0,20.0,NSW,0,1,3,0,3.0
51281737532.0,Narromine Baptist Church,,Business,46 Dandaloo St,,,Narromine,NSW,2821,Australia,,03/12/2012,01/01/1988,Small,5,30-Sep,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,NSW,1,1,1,0,1.0
17007263916.0,Amplify Alliance Australia Limited,,Business,"Level 8, 454 Collins St",,,Melbourne,VIC,3000,Australia,https://amplifyalliance.org.au/,03/12/2012,01/01/1989,Large,8,30-Jun,0,0,0,0,0,0,0,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,6965029.0,6794991.0,5805250.0,3642237.0,11.0,3.0,2.0,VIC,0,1,5,0,3.0
